task_suite_name,exp_name,task_id,task_description,trial_id,init_state_idx,success,episode_steps,declared_num_episode_inferences,observed_inference_rows,declared_rows_match,effective_env_steps_per_inference,policy_ms_first_inference,server_ms_first_inference,policy_ms_mean_per_call,policy_ms_median_per_call,policy_ms_std_per_call,policy_ms_min_per_call,policy_ms_max_per_call,policy_ms_total_episode,server_ms_mean_per_call,server_ms_median_per_call,server_ms_std_per_call,server_ms_min_per_call,server_ms_max_per_call,server_ms_total_episode,policy_ms_mean_per_call_excluding_infer0,policy_ms_total_episode_excluding_infer0,server_ms_mean_per_call_excluding_infer0,server_ms_total_episode_excluding_infer0,source_file
libero_10,acot_libero_long_timing_50,0,put both the alphabet soup and the tomato sauce in the basket,10,10,1,276,54,54,1,5.111111111111111,80.21059259772301,85.02646535634995,79.09412506139941,79.10632621496916,1.4276516043741627,77.0820677280426,85.10179631412029,4271.082753315568,85.18364659889981,84.66195408254862,1.9850196657004715,82.46277458965778,90.96338413655758,4599.9169163405895,79.07305963618576,4190.872160717845,85.1866122827215,4514.89045098424,/Users/kongyue/Downloads/libero_long_timing_logs/aligned_eval/acot_libero_long_timing_50/libero_10/episodes/task_00_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket/trial_010.jsonl
libero_10,acot_libero_long_timing_50,0,put both the alphabet soup and the tomato sauce in the basket,11,11,1,275,54,54,1,5.092592592592593,80.75271174311638,87.05716580152512,78.50669834900785,78.5354794934392,1.011874630616892,76.86029560863972,81.02687820792198,4239.361710846424,84.46625461456952,83.99416040629148,2.1139161455203372,80.73321916162968,90.38938395678997,4561.177749186754,78.46432073779826,4158.608999103308,84.41736949783451,4474.120583385229,/Users/kongyue/Downloads/libero_long_timing_logs/aligned_eval/acot_libero_long_timing_50/libero_10/episodes/task_00_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket/trial_011.jsonl
libero_10,acot_libero_long_timing_50,0,put both the alphabet soup and the tomato sauce in the basket,12,12,1,268,52,52,1,5.153846153846154,79.08947952091694,84.79764498770237,79.15002415673091,79.117301851511,1.2592032764749908,76.87534019351006,82.60156400501728,4115.801256150007,84.7920709862732,84.65861156582832,2.136224608466805,80.55703714489937,90.36455675959587,4409.187691286206,79.15121130645275,4036.7117766290903,84.79196169212753,4324.390046298504,/Users/kongyue/Downloads/libero_long_timing_logs/aligned_eval/acot_libero_long_timing_50/libero_10/episodes/task_00_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket/trial_012.jsonl
libero_10,acot_libero_long_timing_50,0,put both the alphabet soup and the tomato sauce in the basket,13,13,1,306,60,60,1,5.1,82.80543237924576,89.36608582735062,78.7903646628062,78.49248684942722,1.1310717056151072,76.94673724472523,82.80543237924576,4727.421879768372,84.35950987040997,83.98568164557219,1.5090010963544385,82.11127109825611,89.36608582735062,5061.570592224598,78.7223126676123,4644.616447389126,84.2746526508008,4972.204506397247,/Users/kongyue/Downloads/libero_long_timing_logs/aligned_eval/acot_libero_long_timing_50/libero_10/episodes/task_00_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket/trial_013.jsonl
libero_10,acot_libero_long_timing_50,0,put both the alphabet soup and the tomato sauce in the basket,14,14,1,281,55,55,1,5.109090909090909,79.71803471446037,85.2283164858818,78.56716266409917,78.45133729279041,0.9002657150244318,76.54848322272301,80.29815554618835,4321.1939465254545,83.90971422195435,84.00814048945904,1.440129449486179,79.78660054504871,87.18334883451462,4615.034282207489,78.54585021872211,4241.475911810994,83.88529566151125,4529.805965721607,/Users/kongyue/Downloads/libero_long_timing_logs/aligned_eval/acot_libero_long_timing_50/libero_10/episodes/task_00_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket/trial_014.jsonl
libero_10,acot_libero_long_timing_50,0,put both the alphabet soup and the tomato sauce in the basket,15,15,1,267,52,52,1,5.134615384615385,80.3002268075943,84.92368087172508,78.53820862678381,78.48887890577316,0.9616516844879213,76.81183516979218,80.74352890253067,4083.986848592758,83.93384068487929,83.75250175595284,1.2706617898081338,81.85936696827412,87.32976578176022,4364.559715613723,78.5036592506895,4003.686621785164,83.91443205376466,4279.636034741998,/Users/kongyue/Downloads/libero_long_timing_logs/aligned_eval/acot_libero_long_timing_50/libero_10/episodes/task_00_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket/trial_015.jsonl
libero_10,acot_libero_long_timing_50,0,put both the alphabet soup and the tomato sauce in the basket,16,16,1,257,50,50,1,5.14,79.68557067215443,86.30102872848511,78.41374557465315,78.55198439210653,0.8274972118884362,76.88450813293457,79.95080947875977,3920.6872787326574,84.32793091982603,84.16858594864607,1.6805560235885826,81.61861822009087,90.17855860292912,4216.3965459913015,78.38778996041843,3841.001708060503,84.2876636176085,4130.095517262816,/Users/kongyue/Downloads/libero_long_timing_logs/aligned_eval/acot_libero_long_timing_50/libero_10/episodes/task_00_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket/trial_016.jsonl
libero_10,acot_libero_long_timing_50,0,put both the alphabet soup and the tomato sauce in the basket,17,17,1,291,57,57,1,5.105263157894737,79.97742667794228,85.84190905094147,78.34358712690964,78.31191830337048,0.8484208804799716,77.00050808489323,80.38167096674442,4465.5844662338495,83.49628560245037,83.38998816907406,0.9533337261672863,81.61291852593422,85.84190905094147,4759.288279339671,78.3144114206412,4385.607039555907,83.4543994694416,4673.44637028873,/Users/kongyue/Downloads/libero_long_timing_logs/aligned_eval/acot_libero_long_timing_50/libero_10/episodes/task_00_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket/trial_017.jsonl
libero_10,acot_libero_long_timing_50,0,put both the alphabet soup and the tomato sauce in the basket,18,18,1,447,88,88,1,5.079545454545454,79.70260083675385,85.71583963930607,78.6917908963832,78.79172079265118,0.8832764007518636,77.20746286213398,82.47114345431328,6924.8775988817215,84.2244037723338,84.11832619458437,1.350284734843626,81.91576972603798,91.79740957915783,7411.747531965375,78.68017239132146,6845.174998044968,84.20726083133412,7326.031692326069,/Users/kongyue/Downloads/libero_long_timing_logs/aligned_eval/acot_libero_long_timing_50/libero_10/episodes/task_00_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket/trial_018.jsonl
libero_10,acot_libero_long_timing_50,0,put both the alphabet soup and the tomato sauce in the basket,19,19,1,274,53,53,1,5.169811320754717,79.50865104794502,84.94927920401096,78.93544839659951,78.88046652078629,1.1957988104639936,77.15541683137417,83.61789956688881,4183.578765019774,84.45386968131335,84.32578481733799,1.4572946855240727,82.27856829762459,89.46190029382706,4476.055093109608,78.92442526868902,4104.070113971829,84.44434257510763,4391.105813905597,/Users/kongyue/Downloads/libero_long_timing_logs/aligned_eval/acot_libero_long_timing_50/libero_10/episodes/task_00_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket/trial_019.jsonl
libero_10,acot_libero_long_timing_50,0,put both the alphabet soup and the tomato sauce in the basket,20,20,1,288,56,56,1,5.142857142857143,80.20440861582756,84.94860865175724,78.81115845936749,78.7305822595954,1.2883314602292129,77.01498083770275,83.73881131410599,4413.42487372458,84.24440774667475,84.21766385436058,1.4206536411741135,81.86312578618526,89.56572413444519,4717.6868338137865,78.78582663834095,4333.220465108752,84.23160409385508,4632.738225162029,/Users/kongyue/Downloads/libero_long_timing_logs/aligned_eval/acot_libero_long_timing_50/libero_10/episodes/task_00_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket/trial_020.jsonl
libero_10,acot_libero_long_timing_50,0,put both the alphabet soup and the tomato sauce in the basket,21,21,1,305,60,60,1,5.083333333333333,79.2743843048811,85.87205782532692,78.32211249818404,78.2770924270153,0.8336461433585124,76.99298113584518,80.07690496742725,4699.326749891043,83.49979482591152,83.41205772012472,1.4194864492055557,80.67745715379715,86.42810769379139,5009.987689554691,78.30597229807053,4620.052365586162,83.4595869784638,4924.115631729364,/Users/kongyue/Downloads/libero_long_timing_logs/aligned_eval/acot_libero_long_timing_50/libero_10/episodes/task_00_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket/trial_021.jsonl
libero_10,acot_libero_long_timing_50,0,put both the alphabet soup and the tomato sauce in the basket,22,22,1,263,51,51,1,5.1568627450980395,78.11958901584148,84.5367033034563,78.22249154103737,78.04861478507519,0.8795195199084613,77.09254883229733,81.3198871910572,3989.347068592906,83.76182056963444,83.56762677431107,1.1537262898650977,81.8549245595932,86.77261881530285,4271.852849051356,78.22454959154129,3911.2274795770645,83.746322914958,4187.3161457479,/Users/kongyue/Downloads/libero_long_timing_logs/aligned_eval/acot_libero_long_timing_50/libero_10/episodes/task_00_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket/trial_022.jsonl
libero_10,acot_libero_long_timing_50,0,put both the alphabet soup and the tomato sauce in the basket,23,23,1,289,56,56,1,5.160714285714286,78.84728536009789,83.65196734666824,78.54328257963061,78.61899957060814,0.965412222711687,76.61760598421097,80.49420081079006,4398.423824459314,83.97588396577963,84.04937293380499,1.6533057832170874,80.0712127238512,88.26704509556293,4702.649502083659,78.53775525634939,4319.5765390992165,83.98177335885438,4618.997534736991,/Users/kongyue/Downloads/libero_long_timing_logs/aligned_eval/acot_libero_long_timing_50/libero_10/episodes/task_00_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket/trial_023.jsonl
libero_10,acot_libero_long_timing_50,0,put both the alphabet soup and the tomato sauce in the basket,24,24,1,286,56,56,1,5.107142857142857,80.23772574961185,86.67579479515553,78.36778405388552,78.26213352382183,0.7387428378258974,76.95572078227997,80.23772574961185,4388.595907017589,83.97100875819368,84.01601016521454,1.0835962742996808,81.54578506946564,86.67579479515553,4702.376490458846,78.33378511396322,4308.358181267977,83.92183083024892,4615.700695663691,/Users/kongyue/Downloads/libero_long_timing_logs/aligned_eval/acot_libero_long_timing_50/libero_10/episodes/task_00_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket/trial_024.jsonl
libero_10,acot_libero_long_timing_50,0,put both the alphabet soup and the tomato sauce in the basket,25,25,1,281,55,55,1,5.109090909090909,78.23671214282513,84.83880385756493,78.34070155566388,78.05320993065834,0.8630977520913911,76.90859586000443,81.20267651975155,4308.738585561514,83.81772600114346,83.59036594629288,1.517208827440935,80.88351786136627,87.63307146728039,4609.97493006289,78.34262728553128,4230.501873418689,83.79881715195046,4525.136126205325,/Users/kongyue/Downloads/libero_long_timing_logs/aligned_eval/acot_libero_long_timing_50/libero_10/episodes/task_00_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket/trial_025.jsonl
libero_10,acot_libero_long_timing_50,0,put both the alphabet soup and the tomato sauce in the basket,26,26,1,280,55,55,1,5.090909090909091,78.22860777378082,83.41511897742748,78.31435054540634,78.57768423855305,0.8471598419482085,76.5671655535698,81.18343539536,4307.289279997349,83.70978964323348,83.93244445323944,1.7022758085511023,79.62199859321117,89.50389176607132,4604.038430377841,78.31593837451052,4229.060672223568,83.71524650741506,4520.6233114004135,/Users/kongyue/Downloads/libero_long_timing_logs/aligned_eval/acot_libero_long_timing_50/libero_10/episodes/task_00_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket/trial_026.jsonl
libero_10,acot_libero_long_timing_50,0,put both the alphabet soup and the tomato sauce in the basket,27,27,1,282,55,55,1,5.127272727272727,78.6191076040268,84.71900038421154,78.37919030677189,78.5034317523241,0.8861747466748253,76.85019448399544,81.02012425661087,4310.855466872454,83.82493017072028,83.71537178754807,1.2815005166867264,81.00582845509052,87.14200556278229,4610.371159389615,78.37474739385976,4232.236359268427,83.80837331491487,4525.6521590054035,/Users/kongyue/Downloads/libero_long_timing_logs/aligned_eval/acot_libero_long_timing_50/libero_10/episodes/task_00_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket/trial_027.jsonl
libero_10,acot_libero_long_timing_50,0,put both the alphabet soup and the tomato sauce in the basket,28,28,1,281,55,55,1,5.109090909090909,78.29130813479424,84.67672392725945,78.68163277479735,78.66925373673439,0.8637468934849383,77.07591541111469,81.90437965095043,4327.489802613854,83.89300253580917,83.92962627112865,1.3207583368163571,80.9644814580679,87.65191026031971,4614.115139469504,78.68886100887148,4249.19849447906,83.87848917670824,4529.438415542245,/Users/kongyue/Downloads/libero_long_timing_logs/aligned_eval/acot_libero_long_timing_50/libero_10/episodes/task_00_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket/trial_028.jsonl
libero_10,acot_libero_long_timing_50,0,put both the alphabet soup and the tomato sauce in the basket,29,29,1,271,53,53,1,5.113207547169812,80.54441586136818,85.98890900611877,78.67705983654508,78.42367328703403,1.4901124522293057,76.89528912305832,87.09588088095188,4169.884171336889,83.52403430584467,83.38980562984943,2.25567101320884,80.10846748948097,92.89219044148922,4426.773818209767,78.64114914376002,4089.339755475521,83.47663286930093,4340.784909203649,/Users/kongyue/Downloads/libero_long_timing_logs/aligned_eval/acot_libero_long_timing_50/libero_10/episodes/task_00_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket/trial_029.jsonl
libero_10,acot_libero_long_timing_50,0,put both the alphabet soup and the tomato sauce in the basket,30,30,1,289,56,56,1,5.160714285714286,80.25263994932175,85.65184287726879,79.47290865039187,79.14618495851755,1.6350627598338983,77.25414074957371,84.5512393862009,4450.482884421945,85.58423730677792,85.04573069512844,2.72650265646025,81.56697638332844,92.95115433633327,4792.7172891795635,79.45873171768405,4370.230244472623,85.58300811458717,4707.065446302295,/Users/kongyue/Downloads/libero_long_timing_logs/aligned_eval/acot_libero_long_timing_50/libero_10/episodes/task_00_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket/trial_030.jsonl
libero_10,acot_libero_long_timing_50,0,put both the alphabet soup and the tomato sauce in the basket,31,31,1,363,71,71,1,5.112676056338028,78.72147858142853,84.84834805130959,78.08689164443754,77.70980335772038,0.9803099133065243,76.56356692314148,82.31349848210812,5544.169306755066,83.67547550251786,83.37182737886906,1.42791493777123,81.31428621709347,89.77578952908516,5940.958760678768,78.07782611676625,5465.447828173637,83.65872018039227,5856.110412627459,/Users/kongyue/Downloads/libero_long_timing_logs/aligned_eval/acot_libero_long_timing_50/libero_10/episodes/task_00_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket/trial_031.jsonl
libero_10,acot_libero_long_timing_50,0,put both the alphabet soup and the tomato sauce in the basket,32,32,1,282,55,55,1,5.127272727272727,80.1478810608387,85.43263375759125,78.50252156230536,78.27469892799854,0.8145922782425521,76.99791342020035,80.228041857481,4317.638685926795,84.02205627750267,83.97632651031017,1.3728687083121336,81.56722970306873,90.94305522739887,4621.213095262647,78.47205194196215,4237.490804865956,83.99593447231584,4535.780461505055,/Users/kongyue/Downloads/libero_long_timing_logs/aligned_eval/acot_libero_long_timing_50/libero_10/episodes/task_00_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket/trial_032.jsonl
libero_10,acot_libero_long_timing_50,0,put both the alphabet soup and the tomato sauce in the basket,33,33,1,258,50,50,1,5.16,80.10452799499035,86.25242486596107,78.41664258390665,78.21083720773458,0.7719640261732612,77.07583159208298,80.10452799499035,3920.8321291953325,83.66802394390106,83.65070447325706,1.1590253090628944,81.16193674504757,86.26305311918259,4183.401197195053,78.38219594286413,3840.727601200342,83.61528106794066,4097.148772329092,/Users/kongyue/Downloads/libero_long_timing_logs/aligned_eval/acot_libero_long_timing_50/libero_10/episodes/task_00_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket/trial_033.jsonl
libero_10,acot_libero_long_timing_50,0,put both the alphabet soup and the tomato sauce in the basket,34,34,1,267,52,52,1,5.134615384615385,79.35899496078491,84.6191756427288,78.39111471548676,78.30477878451347,0.8110199037649454,76.93668827414513,81.14960044622421,4076.337965205312,84.09886678250936,83.8795118033886,1.6831237705314812,81.94215409457684,93.65838207304478,4373.141072690487,78.3721366714613,3996.978970244527,84.08866464799526,4288.521897047758,/Users/kongyue/Downloads/libero_long_timing_logs/aligned_eval/acot_libero_long_timing_50/libero_10/episodes/task_00_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket/trial_034.jsonl
libero_10,acot_libero_long_timing_50,0,put both the alphabet soup and the tomato sauce in the basket,35,35,1,275,54,54,1,5.092592592592593,80.0011083483696,84.8064087331295,78.45346329526768,78.28109804540873,0.8410317740226834,77.06572115421295,80.18955960869789,4236.487017944455,84.00405774375906,83.99594947695732,1.3875724610107647,81.30073547363281,87.89412677288055,4536.21911816299,78.42426244520917,4156.485909596086,83.98891904584642,4451.41270942986,/Users/kongyue/Downloads/libero_long_timing_logs/aligned_eval/acot_libero_long_timing_50/libero_10/episodes/task_00_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket/trial_035.jsonl
libero_10,acot_libero_long_timing_50,0,put both the alphabet soup and the tomato sauce in the basket,36,36,1,313,61,61,1,5.131147540983607,78.34706827998161,82.31075294315815,78.289855118902,78.38174514472485,0.7307496149722786,76.98492333292961,79.9860879778862,4775.681162253022,83.57969937143756,83.79870280623436,1.1480005352194476,80.62608353793621,86.77439205348492,5098.361661657691,78.28890156621735,4697.334093973041,83.60084847857554,5016.050908714533,/Users/kongyue/Downloads/libero_long_timing_logs/aligned_eval/acot_libero_long_timing_50/libero_10/episodes/task_00_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket/trial_036.jsonl
libero_10,acot_libero_long_timing_50,0,put both the alphabet soup and the tomato sauce in the basket,37,37,1,268,52,52,1,5.153846153846154,78.96147482097149,84.33457277715206,78.12056593740216,77.92254909873009,0.7659013406301731,76.92592032253742,80.05917258560658,4062.269428744912,83.54154816613747,83.38246215134859,0.9994717539917767,81.57701604068279,85.86517535150051,4344.160504639149,78.10407752792041,3983.3079539239407,83.52599866396072,4259.825931861997,/Users/kongyue/Downloads/libero_long_timing_logs/aligned_eval/acot_libero_long_timing_50/libero_10/episodes/task_00_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket/trial_037.jsonl
libero_10,acot_libero_long_timing_50,0,put both the alphabet soup and the tomato sauce in the basket,38,38,1,275,54,54,1,5.092592592592593,78.25191132724285,83.47886428236961,78.1772743427643,78.03780026733875,0.899694584209853,76.68242789804935,80.98958805203438,4221.572814509273,83.11390424906104,83.2459032535553,1.3280662242777033,79.81031015515327,86.53571456670761,4488.150829449296,78.17586609777415,4143.32090318203,83.10701821069672,4404.671965166926,/Users/kongyue/Downloads/libero_long_timing_logs/aligned_eval/acot_libero_long_timing_50/libero_10/episodes/task_00_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket/trial_038.jsonl
libero_10,acot_libero_long_timing_50,0,put both the alphabet soup and the tomato sauce in the basket,39,39,1,287,56,56,1,5.125,78.68372462689877,82.8224215656519,78.5348921282483,78.44648137688637,0.9023011580683568,76.8395010381937,81.02803491055965,4397.953959181905,83.22833804413676,83.30913633108139,1.5317123381373885,80.02472668886185,87.10921555757523,4660.786930471659,78.53218608281828,4319.270234555006,83.23571834374557,4577.964508906007,/Users/kongyue/Downloads/libero_long_timing_logs/aligned_eval/acot_libero_long_timing_50/libero_10/episodes/task_00_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket/trial_039.jsonl
libero_10,acot_libero_long_timing_50,0,put both the alphabet soup and the tomato sauce in the basket,40,40,1,287,56,56,1,5.125,79.72944900393486,84.75312031805515,78.52712835717413,78.50517984479666,0.8611579166230189,77.06468738615513,81.28504641354084,4397.519188001752,83.81820726208389,83.87670293450356,1.1137561636218525,80.86685836315155,86.06654033064842,4693.819606676698,78.50526798177849,4317.789738997817,83.8012088428844,4609.066486358643,/Users/kongyue/Downloads/libero_long_timing_logs/aligned_eval/acot_libero_long_timing_50/libero_10/episodes/task_00_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket/trial_040.jsonl
libero_10,acot_libero_long_timing_50,0,put both the alphabet soup and the tomato sauce in the basket,41,41,1,268,52,52,1,5.153846153846154,79.22880351543427,83.1284448504448,77.83409394323826,77.5240445509553,1.2131155942870744,76.51777565479279,84.7800113260746,4047.3728850483894,82.244564850743,82.00792595744133,2.001317618729453,79.62464727461338,90.58214165270329,4276.717372238636,77.80674669672462,3968.144081532955,82.22723387035668,4193.588927388191,/Users/kongyue/Downloads/libero_long_timing_logs/aligned_eval/acot_libero_long_timing_50/libero_10/episodes/task_00_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket/trial_041.jsonl
libero_10,acot_libero_long_timing_50,0,put both the alphabet soup and the tomato sauce in the basket,42,42,1,337,66,66,1,5.106060606060606,79.37236875295639,84.15070362389088,78.40906487156947,78.32121104001999,0.7358218388129778,76.84025913476944,79.77915182709694,5174.998281523585,83.9229454427506,83.92561599612236,1.0622207371258212,81.36644586920738,86.32607571780682,5538.9143992215395,78.39424481185583,5095.625912770629,83.91944147073306,5454.763695597649,/Users/kongyue/Downloads/libero_long_timing_logs/aligned_eval/acot_libero_long_timing_50/libero_10/episodes/task_00_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket/trial_042.jsonl
